#Redshift = 2.45e+00 Box = 2.50e+04 [kpc/h] VelScale = 2.53e+03 [km/s]
#x = 6.13e-01 y = 2.58e-01
#velocity [km/s], tau_HILya, tau_HeI584, tau_HeIILya, nHI [cm^-3], nHeII [cm^-3], Delta_b, T [K], xpos [Mpc/h], vpec [km/sec]
0.000e+00 7.777e-02 2.016e-03 1.872e+00 3.594e-13 3.594e-11 4.171e-01 7.772e+03 1.994e+04 -2.606e+01
8.441e-01 7.912e-02 2.110e-03 1.959e+00 3.668e-13 3.668e-11 4.270e-01 7.797e+03 1.995e+04 -2.523e+01
1.688e+00 8.047e-02 2.215e-03 2.057e+00 3.757e-13 3.757e-11 4.391e-01 7.830e+03 1.996e+04 -2.445e+01
2.532e+00 8.179e-02 2.327e-03 2.160e+00 3.851e-13 3.851e-11 4.526e-01 7.870e+03 1.997e+04 -2.371e+01
3.377e+00 8.307e-02 2.439e-03 2.265e+00 3.938e-13 3.938e-11 4.660e-01 7.914e+03 1.998e+04 -2.302e+01
4.221e+00 8.430e-02 2.547e-03 2.365e+00 3.998e-13 3.998e-11 4.772e-01 7.963e+03 1.998e+04 -2.239e+01
5.065e+00 8.546e-02 2.642e-03 2.453e+00 4.019e-13 4.019e-11 4.845e-01 8.015e+03 1.999e+04 -2.179e+01
5.909e+00 8.656e-02 2.718e-03 2.524e+00 3.994e-13 3.994e-11 4.874e-01 8.072e+03 2.000e+04 -2.124e+01
6.753e+00 8.757e-02 2.769e-03 2.571e+00 3.929e-13 3.929e-11 4.859e-01 8.131e+03 2.001e+04 -2.072e+01
7.597e+00 8.850e-02 2.791e-03 2.591e+00 3.830e-13 3.830e-11 4.812e-01 8.192e+03 2.002e+04 -2.027e+01
8.441e+00 8.935e-02 2.783e-03 2.584e+00 3.708e-13 3.708e-11 4.740e-01 8.256e+03 2.002e+04 -1.989e+01
9.285e+00 9.012e-02 2.747e-03 2.551e+00 3.566e-13 3.566e-11 4.646e-01 8.324e+03 2.003e+04 -1.957e+01
1.013e+01 9.083e-02 2.688e-03 2.496e+00 3.406e-13 3.406e-11 4.529e-01 8.395e+03 2.004e+04 -1.933e+01
1.097e+01 9.149e-02 2.612e-03 2.425e+00 3.236e-13 3.236e-11 4.392e-01 8.472e+03 2.005e+04 -1.916e+01
1.182e+01 9.212e-02 2.526e-03 2.345e+00 3.059e-13 3.059e-11 4.237e-01 8.552e+03 2.006e+04 -1.905e+01
1.266e+01 9.273e-02 2.440e-03 2.265e+00 2.876e-13 2.876e-11 4.061e-01 8.633e+03 2.007e+04 -1.899e+01
1.351e+01 9.336e-02 2.359e-03 2.190e+00 2.686e-13 2.686e-11 3.859e-01 8.713e+03 2.008e+04 -1.894e+01
1.435e+01 9.402e-02 2.291e-03 2.127e+00 2.490e-13 2.490e-11 3.634e-01 8.787e+03 2.008e+04 -1.890e+01
1.519e+01 9.474e-02 2.240e-03 2.080e+00 2.298e-13 2.298e-11 3.395e-01 8.857e+03 2.009e+04 -1.885e+01
1.604e+01 9.555e-02 2.208e-03 2.050e+00 2.116e-13 2.116e-11 3.155e-01 8.929e+03 2.010e+04 -1.883e+01
1.688e+01 9.646e-02 2.196e-03 2.039e+00 1.954e-13 1.954e-11 2.927e-01 9.013e+03 2.011e+04 -1.886e+01
1.773e+01 9.751e-02 2.204e-03 2.046e+00 1.824e-13 1.824e-11 2.733e-01 9.124e+03 2.012e+04 -1.899e+01
1.857e+01 9.870e-02 2.232e-03 2.072e+00 1.740e-13 1.740e-11 2.596e-01 9.271e+03 2.012e+04 -1.924e+01
1.941e+01 1.000e-01 2.277e-03 2.114e+00 1.720e-13 1.720e-11 2.545e-01 9.459e+03 2.013e+04 -1.961e+01
2.026e+01 1.016e-01 2.339e-03 2.172e+00 1.777e-13 1.777e-11 2.602e-01 9.675e+03 2.014e+04 -2.004e+01
2.110e+01 1.033e-01 2.416e-03 2.243e+00 1.910e-13 1.910e-11 2.768e-01 9.893e+03 2.015e+04 -2.046e+01
2.195e+01 1.051e-01 2.505e-03 2.326e+00 2.105e-13 2.105e-11 3.024e-01 1.009e+04 2.016e+04 -2.078e+01
2.279e+01 1.072e-01 2.606e-03 2.420e+00 2.341e-13 2.341e-11 3.342e-01 1.023e+04 2.017e+04 -2.099e+01
2.364e+01 1.094e-01 2.716e-03 2.522e+00 2.597e-13 2.597e-11 3.684e-01 1.033e+04 2.018e+04 -2.112e+01
2.448e+01 1.118e-01 2.833e-03 2.630e+00 2.847e-13 2.847e-11 4.013e-01 1.037e+04 2.018e+04 -2.120e+01
2.532e+01 1.144e-01 2.954e-03 2.743e+00 3.074e-13 3.074e-11 4.297e-01 1.036e+04 2.019e+04 -2.128e+01
2.617e+01 1.171e-01 3.075e-03 2.855e+00 3.264e-13 3.264e-11 4.511e-01 1.031e+04 2.020e+04 -2.139e+01
2.701e+01 1.199e-01 3.195e-03 2.966e+00 3.410e-13 3.410e-11 4.640e-01 1.022e+04 2.021e+04 -2.157e+01
2.786e+01 1.229e-01 3.308e-03 3.072e+00 3.520e-13 3.520e-11 4.694e-01 1.009e+04 2.022e+04 -2.184e+01
2.870e+01 1.260e-01 3.414e-03 3.170e+00 3.616e-13 3.616e-11 4.700e-01 9.929e+03 2.022e+04 -2.220e+01
2.954e+01 1.292e-01 3.509e-03 3.258e+00 3.719e-13 3.719e-11 4.689e-01 9.760e+03 2.023e+04 -2.264e+01
3.039e+01 1.325e-01 3.592e-03 3.335e+00 3.844e-13 3.844e-11 4.686e-01 9.602e+03 2.024e+04 -2.311e+01
3.123e+01 1.359e-01 3.663e-03 3.401e+00 3.998e-13 3.998e-11 4.707e-01 9.472e+03 2.025e+04 -2.355e+01
3.208e+01 1.394e-01 3.724e-03 3.458e+00 4.174e-13 4.174e-11 4.753e-01 9.384e+03 2.026e+04 -2.390e+01
3.292e+01 1.430e-01 3.776e-03 3.506e+00 4.386e-13 4.386e-11 4.841e-01 9.347e+03 2.027e+04 -2.409e+01
3.377e+01 1.467e-01 3.824e-03 3.550e+00 4.665e-13 4.665e-11 5.001e-01 9.367e+03 2.028e+04 -2.405e+01
3.461e+01 1.504e-01 3.869e-03 3.593e+00 5.015e-13 5.015e-11 5.233e-01 9.437e+03 2.028e+04 -2.375e+01
3.545e+01 1.543e-01 3.918e-03 3.638e+00 5.415e-13 5.415e-11 5.512e-01 9.539e+03 2.029e+04 -2.322e+01
3.630e+01 1.583e-01 3.973e-03 3.688e+00 5.852e-13 5.852e-11 5.820e-01 9.658e+03 2.030e+04 -2.249e+01
3.714e+01 1.624e-01 4.037e-03 3.748e+00 6.322e-13 6.322e-11 6.149e-01 9.784e+03 2.031e+04 -2.161e+01
