#Redshift = 2.45e+00 Box = 2.50e+04 [kpc/h] VelScale = 2.53e+03 [km/s]
#x = 1.72e-01 y = 9.61e-01
#velocity [km/s], tau_HILya, tau_HeI584, tau_HeIILya, nHI [cm^-3], nHeII [cm^-3], Delta_b, T [K], xpos [Mpc/h], vpec [km/sec]
0.000e+00 2.529e-02 6.591e-04 6.119e-01 5.618e-14 5.618e-12 1.647e-01 6.481e+03 1.908e+04 4.994e+01
8.441e-01 2.480e-02 6.609e-04 6.136e-01 5.762e-14 5.762e-12 1.679e-01 6.490e+03 1.909e+04 5.034e+01
1.688e+00 2.431e-02 6.632e-04 6.158e-01 5.862e-14 5.862e-12 1.697e-01 6.500e+03 1.910e+04 5.077e+01
2.532e+00 2.381e-02 6.650e-04 6.174e-01 5.926e-14 5.926e-12 1.705e-01 6.510e+03 1.911e+04 5.127e+01
3.377e+00 2.330e-02 6.650e-04 6.174e-01 5.962e-14 5.962e-12 1.704e-01 6.519e+03 1.912e+04 5.182e+01
4.221e+00 2.279e-02 6.622e-04 6.148e-01 5.979e-14 5.979e-12 1.697e-01 6.527e+03 1.912e+04 5.242e+01
5.065e+00 2.226e-02 6.557e-04 6.088e-01 5.988e-14 5.988e-12 1.688e-01 6.534e+03 1.913e+04 5.306e+01
5.909e+00 2.171e-02 6.448e-04 5.987e-01 5.998e-14 5.998e-12 1.680e-01 6.539e+03 1.914e+04 5.374e+01
6.753e+00 2.114e-02 6.293e-04 5.843e-01 6.020e-14 6.020e-12 1.674e-01 6.545e+03 1.915e+04 5.444e+01
7.597e+00 2.056e-02 6.091e-04 5.655e-01 6.066e-14 6.066e-12 1.675e-01 6.550e+03 1.916e+04 5.516e+01
8.441e+00 1.996e-02 5.845e-04 5.427e-01 6.147e-14 6.147e-12 1.686e-01 6.556e+03 1.917e+04 5.587e+01
9.285e+00 1.934e-02 5.562e-04 5.164e-01 6.265e-14 6.265e-12 1.706e-01 6.563e+03 1.918e+04 5.656e+01
1.013e+01 1.872e-02 5.252e-04 4.876e-01 6.408e-14 6.408e-12 1.733e-01 6.571e+03 1.918e+04 5.720e+01
1.097e+01 1.810e-02 4.925e-04 4.573e-01 6.561e-14 6.561e-12 1.764e-01 6.581e+03 1.919e+04 5.780e+01
1.182e+01 1.747e-02 4.595e-04 4.266e-01 6.712e-14 6.712e-12 1.795e-01 6.592e+03 1.920e+04 5.836e+01
1.266e+01 1.686e-02 4.272e-04 3.966e-01 6.852e-14 6.852e-12 1.824e-01 6.605e+03 1.921e+04 5.888e+01
1.351e+01 1.625e-02 3.969e-04 3.685e-01 6.972e-14 6.972e-12 1.850e-01 6.618e+03 1.922e+04 5.936e+01
1.435e+01 1.567e-02 3.696e-04 3.432e-01 7.066e-14 7.066e-12 1.871e-01 6.631e+03 1.922e+04 5.983e+01
1.519e+01 1.511e-02 3.459e-04 3.212e-01 7.127e-14 7.127e-12 1.885e-01 6.646e+03 1.923e+04 6.029e+01
1.604e+01 1.458e-02 3.264e-04 3.030e-01 7.154e-14 7.154e-12 1.891e-01 6.660e+03 1.924e+04 6.075e+01
1.688e+01 1.408e-02 3.112e-04 2.889e-01 7.145e-14 7.145e-12 1.889e-01 6.675e+03 1.925e+04 6.122e+01
1.773e+01 1.362e-02 3.002e-04 2.787e-01 7.100e-14 7.100e-12 1.877e-01 6.691e+03 1.926e+04 6.170e+01
1.857e+01 1.319e-02 2.933e-04 2.723e-01 7.024e-14 7.024e-12 1.858e-01 6.707e+03 1.927e+04 6.221e+01
1.941e+01 1.279e-02 2.898e-04 2.691e-01 6.930e-14 6.930e-12 1.834e-01 6.726e+03 1.928e+04 6.273e+01
2.026e+01 1.242e-02 2.892e-04 2.685e-01 6.834e-14 6.834e-12 1.809e-01 6.746e+03 1.928e+04 6.326e+01
2.110e+01 1.209e-02 2.907e-04 2.699e-01 6.747e-14 6.747e-12 1.786e-01 6.769e+03 1.929e+04 6.379e+01
2.195e+01 1.178e-02 2.934e-04 2.724e-01 6.672e-14 6.672e-12 1.764e-01 6.795e+03 1.930e+04 6.430e+01
2.279e+01 1.149e-02 2.966e-04 2.754e-01 6.607e-14 6.607e-12 1.745e-01 6.823e+03 1.931e+04 6.479e+01
2.364e+01 1.122e-02 2.996e-04 2.781e-01 6.547e-14 6.547e-12 1.727e-01 6.854e+03 1.932e+04 6.526e+01
2.448e+01 1.097e-02 3.015e-04 2.800e-01 6.496e-14 6.496e-12 1.711e-01 6.889e+03 1.932e+04 6.570e+01
2.532e+01 1.073e-02 3.020e-04 2.804e-01 6.460e-14 6.460e-12 1.698e-01 6.934e+03 1.933e+04 6.613e+01
2.617e+01 1.049e-02 3.006e-04 2.791e-01 6.447e-14 6.447e-12 1.690e-01 6.991e+03 1.934e+04 6.655e+01
2.701e+01 1.027e-02 2.971e-04 2.759e-01 6.460e-14 6.460e-12 1.688e-01 7.062e+03 1.935e+04 6.694e+01
2.786e+01 1.004e-02 2.915e-04 2.706e-01 6.500e-14 6.500e-12 1.692e-01 7.149e+03 1.936e+04 6.732e+01
2.870e+01 9.816e-03 2.838e-04 2.635e-01 6.563e-14 6.563e-12 1.700e-01 7.253e+03 1.937e+04 6.766e+01
2.954e+01 9.594e-03 2.744e-04 2.548e-01 6.648e-14 6.648e-12 1.711e-01 7.372e+03 1.938e+04 6.798e+01
3.039e+01 9.374e-03 2.637e-04 2.448e-01 6.751e-14 6.751e-12 1.724e-01 7.504e+03 1.938e+04 6.827e+01
3.123e+01 9.158e-03 2.519e-04 2.339e-01 6.867e-14 6.867e-12 1.738e-01 7.647e+03 1.939e+04 6.852e+01
3.208e+01 8.948e-03 2.397e-04 2.226e-01 6.993e-14 6.993e-12 1.752e-01 7.797e+03 1.940e+04 6.874e+01
3.292e+01 8.747e-03 2.275e-04 2.113e-01 7.124e-14 7.124e-12 1.763e-01 7.955e+03 1.941e+04 6.890e+01
3.377e+01 8.556e-03 2.159e-04 2.004e-01 7.259e-14 7.259e-12 1.769e-01 8.127e+03 1.942e+04 6.901e+01
